12	[[-8.643807,41.168979],[-8.642529,41.170113],[-8.642133,41.171202],[-8.64324,41.172723],[-8.644788,41.173947],[-8.646534,41.175558],[-8.648829,41.177367],[-8.649828,41.17824],[-8.647911,41.1786]]
13	[[-8.609706,41.151303],[-8.609562,41.151474],[-8.610021,41.152509],[-8.609769,41.153409],[-8.609355,41.153535],[-8.610732,41.153688],[-8.611893,41.154345],[-8.612784,41.155164],[-8.614989,41.155425],[-8.61813,41.155704],[-8.619606,41.156478],[-8.619777,41.157954],[-8.620497,41.159412],[-8.621163,41.160357],[-8.621064,41.16114]]
15	[[-8.584263,41.163156],[-8.584695,41.163003],[-8.585595,41.162652],[-8.585487,41.161437],[-8.583561,41.160276],[-8.582319,41.160519],[-8.581995,41.161851],[-8.582769,41.163354],[-8.581032,41.163516],[-8.582265,41.165226],[-8.584803,41.166693],[-8.588295,41.167845],[-8.591805,41.169924],[-8.595045,41.171877],[-8.599203,41.1714],[-8.603586,41.171562],[-8.607474,41.173002],[-8.610966,41.174442],[-8.614827,41.174388],[-8.618922,41.173857],[-8.622918,41.173443],[-8.627103,41.173029],[-8.63118,41.172264],[-8.63532,41.171373],[-8.639154,41.169465],[-8.64261,41.166945],[-8.646489,41.164947],[-8.649405,41.162238],[-8.647623,41.158593],[-8.645337,41.154903],[-8.642835,41.151753],[-8.640729,41.148756],[-8.639946,41.145462],[-8.640315,41.143167],[-8.641503,41.142555],[-8.641755,41.141934],[-8.640414,41.141583],[-8.639649,41.141538],[-8.639667,41.141529],[-8.63964,41.141538],[-8.639694,41.141619],[-8.639703,41.141619],[-8.63973,41.141601],[-8.639739,41.141592],[-8.639748,41.141565],[-8.639739,41.141565],[-8.639721,41.141565],[-8.639712,41.141574],[-8.639721,41.141574],[-8.639739,41.141565],[-8.639757,41.141556],[-8.639757,41.141556],[-8.63973,41.141574],[-8.639721,41.141565],[-8.63973,41.141547],[-8.639739,41.141547],[-8.639721,41.141556],[-8.639712,41.141556],[-8.639712,41.141556],[-8.639703,41.141556],[-8.639685,41.141583],[-8.63964,41.141637],[-8.639973,41.141673],[-8.641134,41.141835],[-8.641566,41.142672]]
16	[[-8.60418,41.160969],[-8.603874,41.1615],[-8.60391,41.161527],[-8.603919,41.162022],[-8.602614,41.163039],[-8.601309,41.163993],[-8.599842,41.165109],[-8.596854,41.166306],[-8.593794,41.167197],[-8.591913,41.168169],[-8.589654,41.169492],[-8.588241,41.169438],[-8.5869,41.168871],[-8.584848,41.168502],[-8.58285,41.168331],[-8.58123,41.168493],[-8.579907,41.168169],[-8.579772,41.167881],[-8.579781,41.167881],[-8.579763,41.167899]]
17	[[-8.612955,41.140377],[-8.612991,41.140359],[-8.61309,41.140368],[-8.613297,41.14035],[-8.614512,41.140269],[-8.615358,41.140215],[-8.615988,41.140422],[-8.615556,41.140701],[-8.614548,41.14116],[-8.614269,41.142285],[-8.61372,41.143032],[-8.612631,41.143932],[-8.61174,41.14458],[-8.611461,41.144787],[-8.611488,41.144787],[-8.611434,41.144796],[-8.611308,41.144886],[-8.610615,41.144103],[-8.609715,41.143158],[-8.608599,41.143149],[-8.608581,41.143167],[-8.608563,41.143158],[-8.60733,41.142501],[-8.605224,41.143338],[-8.604468,41.145084],[-8.604405,41.145192],[-8.603703,41.145444],[-8.603307,41.145525],[-8.602038,41.145687],[-8.602011,41.145678],[-8.60193,41.146875],[-8.602074,41.149197],[-8.602317,41.151816],[-8.602452,41.154129],[-8.60247,41.15592]]
18	[[-8.660646,41.168574],[-8.661087,41.167926],[-8.661231,41.166576],[-8.660637,41.166396],[-8.660295,41.166819],[-8.658954,41.168394],[-8.657649,41.169906],[-8.656371,41.171454],[-8.654706,41.173479],[-8.653014,41.17527],[-8.651349,41.17644],[-8.652213,41.177241],[-8.651358,41.178069],[-8.65071,41.178924],[-8.65125,41.17968],[-8.649648,41.180643],[-8.647515,41.18193],[-8.644491,41.183541],[-8.641701,41.184108],[-8.638677,41.182452],[-8.635284,41.180589],[-8.632476,41.179104],[-8.629983,41.179365],[-8.629857,41.179374],[-8.629857,41.179374],[-8.629263,41.179437],[-8.625996,41.179779],[-8.622018,41.180463],[-8.61885,41.181912],[-8.617077,41.182821],[-8.614215,41.183082],[-8.613675,41.183136],[-8.613702,41.183145],[-8.613288,41.18319],[-8.610813,41.184],[-8.607474,41.184648],[-8.604018,41.183892],[-8.601768,41.183253],[-8.601588,41.182632],[-8.601957,41.181831],[-8.601903,41.181795],[-8.601948,41.181822],[-8.601894,41.181813]]
20	[[-8.665686,41.170626],[-8.665677,41.170653],[-8.664786,41.171319],[-8.663238,41.172453],[-8.66205,41.173875],[-8.662248,41.175378],[-8.663733,41.176413],[-8.663751,41.17725],[-8.663229,41.177754],[-8.66322,41.177763],[-8.66322,41.177763],[-8.662986,41.17779],[-8.661771,41.176773],[-8.6589,41.177169],[-8.656083,41.177772],[-8.65512,41.177898],[-8.653248,41.178708],[-8.652699,41.180409],[-8.653203,41.182677],[-8.653302,41.183631],[-8.653806,41.185359],[-8.654166,41.18697],[-8.654328,41.187816],[-8.654337,41.187816],[-8.654337,41.187816],[-8.654337,41.187816]]
21	[[-8.611065,41.149431],[-8.611209,41.149368],[-8.611236,41.148243],[-8.611794,41.147901],[-8.612937,41.148207],[-8.620308,41.147469],[-8.620353,41.147352],[-8.620119,41.146893],[-8.620002,41.146812],[-8.619993,41.146839],[-8.619993,41.146839]]
22	[[-8.613243,41.154444],[-8.612811,41.153733],[-8.611965,41.154642],[-8.61192,41.156667],[-8.612541,41.157324],[-8.612073,41.158701],[-8.611605,41.160429],[-8.611371,41.161581],[-8.611236,41.162292],[-8.611011,41.164092],[-8.611011,41.164434],[-8.61102,41.164902],[-8.61147,41.166378],[-8.612946,41.166585],[-8.613324,41.166945],[-8.613333,41.166909],[-8.613351,41.1669],[-8.613315,41.166891]]
23	[[-8.638227,41.159592],[-8.637543,41.15925],[-8.635158,41.158881],[-8.633196,41.158926],[-8.632728,41.160276],[-8.633052,41.161095],[-8.632656,41.161842],[-8.632593,41.161806],[-8.631315,41.162598],[-8.629092,41.163597],[-8.626662,41.163471],[-8.624799,41.163354],[-8.622864,41.16303],[-8.620425,41.162724],[-8.617752,41.16249],[-8.61525,41.162202],[-8.612811,41.161905],[-8.611299,41.161707],[-8.609742,41.1615],[-8.60994,41.160105],[-8.610075,41.158242],[-8.610003,41.156145],[-8.610084,41.15412],[-8.610075,41.152455],[-8.610714,41.15106],[-8.611335,41.150331],[-8.611524,41.150367],[-8.61156,41.150403],[-8.611596,41.150439]]
24	[[-8.611101,41.16285],[-8.61111,41.162976],[-8.61102,41.164443],[-8.609157,41.164479],[-8.606592,41.164362],[-8.606259,41.164785],[-8.605116,41.165433],[-8.602623,41.165334],[-8.601768,41.164029],[-8.601723,41.163903],[-8.600661,41.164551],[-8.598798,41.165586],[-8.598375,41.165793],[-8.595855,41.166621],[-8.593371,41.167386],[-8.591904,41.168169],[-8.591931,41.168178],[-8.59194,41.168187]]
25	[[-8.648226,41.148333],[-8.648514,41.148297],[-8.648784,41.148153],[-8.650827,41.148045],[-8.653158,41.14836],[-8.652906,41.149206],[-8.651799,41.150313],[-8.649999,41.151096],[-8.649216,41.152311],[-8.648469,41.153481],[-8.648379,41.154021],[-8.648325,41.154003],[-8.648217,41.154282],[-8.648379,41.15583],[-8.649252,41.15799],[-8.648298,41.159079],[-8.646435,41.157216],[-8.645202,41.154507],[-8.643042,41.151915],[-8.64081,41.149269],[-8.640081,41.146272],[-8.639361,41.143248],[-8.637804,41.139909],[-8.635545,41.136462],[-8.635527,41.132709],[-8.635734,41.128938],[-8.635923,41.125068],[-8.635932,41.121423],[-8.633367,41.118444],[-8.629821,41.116266],[-8.625753,41.114943],[-8.621631,41.114034],[-8.617509,41.113116],[-8.613279,41.112171],[-8.609193,41.111145],[-8.606043,41.109264],[-8.60544,41.107716],[-8.607006,41.10939],[-8.606826,41.112243],[-8.606511,41.114583],[-8.606412,41.115573],[-8.604612,41.114997],[-8.602425,41.113944],[-8.600382,41.112477],[-8.598555,41.111037],[-8.597034,41.109201],[-8.594532,41.108238],[-8.592435,41.106591],[-8.590392,41.104881],[-8.588709,41.103477],[-8.589627,41.102469],[-8.589204,41.101308],[-8.589816,41.100174],[-8.589087,41.098824],[-8.587728,41.097942],[-8.588178,41.097276],[-8.58825,41.097357]]
26	[[-8.645994,41.18049],[-8.645949,41.180517],[-8.646048,41.180049],[-8.646804,41.178888],[-8.649495,41.178465],[-8.65215,41.177961],[-8.654049,41.177196],[-8.655012,41.177925],[-8.656353,41.177853],[-8.659647,41.177277],[-8.662518,41.177619],[-8.664561,41.179221],[-8.667432,41.178537],[-8.668944,41.176674],[-8.671374,41.17518],[-8.673894,41.173308],[-8.676918,41.171841],[-8.680032,41.171949],[-8.682615,41.173191],[-8.685441,41.173776],[-8.688105,41.17365],[-8.688879,41.174379],[-8.689059,41.17608],[-8.689086,41.176431],[-8.689059,41.176593],[-8.687502,41.176755],[-8.687259,41.177781],[-8.687259,41.178078],[-8.687268,41.178087]]
28	[[-8.611389,41.150439],[-8.612019,41.150295],[-8.613369,41.150007],[-8.614782,41.150025],[-8.614656,41.151213],[-8.61381,41.151807],[-8.613522,41.153094],[-8.612397,41.153742],[-8.611965,41.155155],[-8.612271,41.15682],[-8.612199,41.158125],[-8.611749,41.159934],[-8.611452,41.161374],[-8.611344,41.161779],[-8.611785,41.162787],[-8.614116,41.163057],[-8.614854,41.163147]]
29	[[-8.610948,41.150529],[-8.611164,41.150502],[-8.612469,41.150259],[-8.613855,41.150025],[-8.614755,41.150376],[-8.614548,41.151555],[-8.613801,41.151852],[-8.613522,41.153085],[-8.613387,41.153652],[-8.613378,41.15367],[-8.613333,41.153706],[-8.612001,41.153994],[-8.611893,41.155965],[-8.610444,41.157288],[-8.60877,41.158296],[-8.607951,41.159961],[-8.606826,41.162364],[-8.606412,41.165424],[-8.606466,41.168619],[-8.604639,41.17131],[-8.60535,41.173164],[-8.606349,41.174712],[-8.608338,41.175441],[-8.60787,41.176989],[-8.609238,41.177538],[-8.609328,41.179302],[-8.610561,41.180004],[-8.611461,41.180913],[-8.611443,41.181768],[-8.612406,41.182119],[-8.612424,41.182128],[-8.612415,41.182137],[-8.612415,41.182119],[-8.612442,41.182065],[-8.612451,41.182011],[-8.61246,41.181993],[-8.61246,41.181966],[-8.612748,41.182056]]
31	[[-8.612613,41.145894],[-8.61156,41.145984],[-8.610003,41.146434],[-8.608851,41.147091],[-8.608761,41.147289],[-8.608446,41.147631],[-8.607645,41.148963],[-8.606979,41.150331],[-8.60643,41.151402],[-8.605755,41.15277],[-8.605071,41.153481],[-8.604711,41.154183],[-8.60463,41.155713],[-8.604531,41.157351],[-8.604576,41.158944],[-8.604531,41.159664],[-8.604504,41.159673],[-8.604603,41.15961]]
32	[[-8.61255,41.146128],[-8.612199,41.146074],[-8.611803,41.146092],[-8.611812,41.146092],[-8.611776,41.146092],[-8.610804,41.145894],[-8.610894,41.145408],[-8.610903,41.145399],[-8.610903,41.14539],[-8.610876,41.145012],[-8.610462,41.143608],[-8.608653,41.143167],[-8.606313,41.142348],[-8.605062,41.143761],[-8.606151,41.144463],[-8.607402,41.145336],[-8.607492,41.145417],[-8.607483,41.145462],[-8.607474,41.145471],[-8.607465,41.145489]]
33	[[-8.621523,41.177673],[-8.621532,41.177682],[-8.621577,41.177601],[-8.621613,41.17707],[-8.62092,41.176764],[-8.620398,41.176071],[-8.620164,41.174865],[-8.619471,41.17419],[-8.619615,41.172057],[-8.619543,41.171148],[-8.620065,41.170203],[-8.619795,41.16879],[-8.620605,41.167827],[-8.62029,41.167116],[-8.620506,41.165478],[-8.620731,41.164038],[-8.620722,41.164074],[-8.62074,41.164092],[-8.620767,41.16411],[-8.620776,41.164074],[-8.622441,41.164119],[-8.623125,41.1642],[-8.623116,41.1642],[-8.623116,41.1642],[-8.623107,41.164209],[-8.623116,41.164209]]
34	[[-8.639838,41.159799],[-8.639901,41.159772],[-8.640315,41.159808],[-8.640342,41.159826],[-8.640729,41.159403],[-8.641314,41.15754],[-8.641926,41.155533],[-8.642358,41.154255],[-8.642385,41.154138],[-8.640243,41.153436],[-8.636724,41.152617],[-8.634429,41.152194],[-8.634942,41.151123],[-8.63784,41.150259],[-8.641854,41.149314],[-8.64468,41.15124],[-8.642016,41.151231],[-8.640486,41.147937],[-8.639496,41.14377],[-8.637399,41.13945],[-8.635347,41.134932],[-8.635662,41.129748],[-8.635941,41.124267],[-8.634456,41.119209],[-8.629263,41.116014],[-8.623062,41.114358],[-8.61678,41.112963],[-8.610669,41.111604],[-8.605764,41.109102],[-8.603145,41.105151],[-8.599149,41.101578],[-8.594433,41.098419],[-8.590338,41.09508],[-8.588313,41.092353],[-8.589483,41.09301],[-8.588241,41.094081],[-8.584623,41.093874],[-8.58483,41.093253],[-8.584479,41.095134],[-8.586198,41.096286],[-8.587044,41.096412]]
35	[[-8.689329,41.168115],[-8.689221,41.167647],[-8.687718,41.167629],[-8.68545,41.167278],[-8.684298,41.167098],[-8.681499,41.166621],[-8.678034,41.166045],[-8.674893,41.165532],[-8.671779,41.16501],[-8.668854,41.164515],[-8.665308,41.163921],[-8.662599,41.163516],[-8.659755,41.163057],[-8.656686,41.162472],[-8.653338,41.161905],[-8.649864,41.161329],[-8.646444,41.160753],[-8.64432,41.160402],[-8.643519,41.160276],[-8.641908,41.160015],[-8.640819,41.159844],[-8.64081,41.159844],[-8.640396,41.159772],[-8.638425,41.159457],[-8.637003,41.159115],[-8.637102,41.158683],[-8.637129,41.158638]]
36	[[-8.628084,41.158368],[-8.627886,41.158368],[-8.62884,41.159106],[-8.628255,41.161014],[-8.627625,41.162958],[-8.627499,41.163381],[-8.627499,41.163372],[-8.627517,41.163354],[-8.627526,41.163354],[-8.627508,41.163381],[-8.627256,41.164173],[-8.627139,41.164551],[-8.628669,41.164956],[-8.631675,41.164704],[-8.633961,41.163678],[-8.636094,41.164236],[-8.636589,41.164434],[-8.63874,41.164857],[-8.640108,41.165073],[-8.642241,41.165109],[-8.642448,41.165154],[-8.642673,41.165163],[-8.643177,41.163804],[-8.643726,41.162265],[-8.645445,41.162517],[-8.645769,41.163435],[-8.645418,41.164461],[-8.645418,41.164569],[-8.645436,41.164578]]
37	[[-8.652933,41.162022],[-8.65368,41.162139],[-8.655183,41.162319],[-8.654319,41.161968],[-8.651502,41.161536],[-8.647695,41.160924],[-8.645634,41.160546],[-8.644212,41.160321],[-8.644275,41.160276],[-8.644239,41.160249],[-8.643501,41.160132],[-8.642322,41.160015],[-8.641368,41.159808],[-8.638218,41.15943],[-8.634699,41.158818],[-8.632548,41.158107],[-8.631324,41.15655],[-8.630082,41.157189],[-8.627679,41.15727],[-8.62533,41.157225],[-8.625051,41.157189],[-8.625303,41.155947],[-8.623962,41.155452],[-8.621352,41.155893],[-8.618679,41.154966],[-8.615358,41.154408],[-8.613216,41.15394],[-8.613297,41.153724],[-8.613144,41.153589],[-8.609508,41.153427],[-8.606772,41.153472],[-8.606574,41.153427],[-8.605368,41.153463],[-8.604756,41.152923],[-8.605017,41.151915]]
38	[[-8.574705,41.142717],[-8.574696,41.142726],[-8.574687,41.142726],[-8.574678,41.142708],[-8.574687,41.142708],[-8.574705,41.142699],[-8.574714,41.142681],[-8.574714,41.142672],[-8.574705,41.142681],[-8.574687,41.142681],[-8.574723,41.142825],[-8.575407,41.14296],[-8.575812,41.143428],[-8.575389,41.143851],[-8.57394,41.143932],[-8.57385,41.144067],[-8.576181,41.144085],[-8.577855,41.144805],[-8.579898,41.143914],[-8.582841,41.143734],[-8.585829,41.143509],[-8.587917,41.141799],[-8.590428,41.140251],[-8.593488,41.140008],[-8.596296,41.140404],[-8.599014,41.141682],[-8.602038,41.141988],[-8.605125,41.141817],[-8.608113,41.141178],[-8.61039,41.141061],[-8.61381,41.14134],[-8.614521,41.141286],[-8.61444,41.14224],[-8.614611,41.142843],[-8.615358,41.142672],[-8.615385,41.142636],[-8.615403,41.142636],[-8.615466,41.142636],[-8.61552,41.142645],[-8.615592,41.142645],[-8.61552,41.142636]]
40	[[-8.628363,41.157486],[-8.626707,41.157621],[-8.624898,41.157054],[-8.625249,41.155614],[-8.622882,41.155812],[-8.620677,41.155587],[-8.617878,41.155029],[-8.614629,41.154417],[-8.613333,41.153895],[-8.613324,41.153841],[-8.611362,41.153607],[-8.608437,41.153562]]
41	[[-8.612856,41.140431],[-8.613243,41.140368],[-8.614566,41.140359],[-8.615502,41.140395],[-8.616132,41.140521],[-8.614827,41.140917],[-8.614395,41.142177],[-8.613342,41.143446],[-8.611749,41.144706],[-8.611488,41.144886],[-8.611533,41.144904],[-8.610912,41.14539],[-8.610417,41.146191],[-8.609292,41.146794],[-8.608608,41.147433],[-8.607591,41.149332],[-8.606601,41.151267],[-8.605539,41.153328],[-8.607267,41.153517],[-8.609175,41.153589],[-8.609481,41.153733],[-8.609715,41.15385],[-8.609427,41.15511],[-8.609076,41.157756],[-8.607843,41.160456],[-8.606394,41.164722],[-8.606547,41.167809],[-8.605395,41.1705],[-8.604702,41.17275],[-8.607942,41.173632],[-8.6121,41.174676],[-8.617257,41.174118],[-8.622513,41.173524],[-8.627616,41.172957],[-8.632791,41.17194],[-8.637507,41.170644],[-8.641179,41.168412],[-8.643987,41.168709],[-8.64711,41.171229],[-8.650503,41.173992],[-8.6544,41.177142],[-8.65818,41.180256],[-8.661987,41.183352],[-8.665839,41.186484],[-8.670141,41.188896],[-8.675676,41.189751],[-8.680212,41.192712],[-8.683947,41.196447],[-8.687322,41.199804],[-8.687961,41.202225],[-8.68725,41.204277],[-8.68788,41.204727],[-8.691102,41.204547],[-8.693028,41.203188]]
43	[[-8.611497,41.15043],[-8.61228,41.150214],[-8.613594,41.14998],[-8.614764,41.150016],[-8.614647,41.151078],[-8.613927,41.151789],[-8.613612,41.152788],[-8.613369,41.153679],[-8.613387,41.15367],[-8.612181,41.153733],[-8.611956,41.155461],[-8.612379,41.156829],[-8.612226,41.158098],[-8.611704,41.160069],[-8.611389,41.161563],[-8.611056,41.163273],[-8.611002,41.164389],[-8.611029,41.164614],[-8.611425,41.166324],[-8.61237,41.168439],[-8.612928,41.170482],[-8.612658,41.172264],[-8.613315,41.174136],[-8.613855,41.175693],[-8.613531,41.176494],[-8.611749,41.176575],[-8.610147,41.175648],[-8.610039,41.175639]]
44	[[-8.689338,41.168124],[-8.68887,41.167359],[-8.687691,41.166252],[-8.686476,41.16411],[-8.685189,41.161833],[-8.683938,41.159601],[-8.683668,41.159196],[-8.683371,41.158836],[-8.681751,41.15691],[-8.679789,41.154588],[-8.678286,41.152464],[-8.677206,41.15088],[-8.675442,41.149377],[-8.672976,41.149098],[-8.670366,41.148666],[-8.667441,41.147514],[-8.665344,41.147946],[-8.662239,41.147685],[-8.658891,41.146821],[-8.656884,41.14719],[-8.654931,41.148198],[-8.653257,41.148432],[-8.653968,41.149287],[-8.654049,41.149332],[-8.654067,41.149332]]
45	[[-8.613297,41.15439],[-8.613306,41.153877],[-8.613261,41.153841],[-8.6121,41.153922],[-8.612181,41.155119],[-8.613135,41.155218],[-8.614071,41.155416],[-8.616519,41.155839],[-8.617887,41.156028],[-8.617878,41.156064],[-8.618247,41.156127],[-8.619831,41.156334],[-8.621415,41.156541],[-8.623449,41.156973],[-8.625501,41.157342],[-8.627499,41.157666],[-8.628219,41.158305],[-8.629668,41.158728],[-8.630334,41.157864],[-8.629515,41.156973],[-8.629821,41.155659],[-8.630919,41.154561],[-8.63235,41.153463],[-8.632584,41.152761],[-8.634222,41.152473],[-8.636112,41.152491],[-8.637102,41.152707],[-8.637777,41.152878],[-8.63991,41.153364],[-8.642043,41.153985],[-8.644131,41.154489],[-8.645607,41.154363]]
46	[[-8.615502,41.140674],[-8.614854,41.140926],[-8.613351,41.14152],[-8.609976,41.140854],[-8.607537,41.141295],[-8.603676,41.141808],[-8.599833,41.141916],[-8.596458,41.140494],[-8.592993,41.140008],[-8.589384,41.140674],[-8.587026,41.142753],[-8.583831,41.143644],[-8.581086,41.143698],[-8.579133,41.144238],[-8.577594,41.144688],[-8.578809,41.145957],[-8.580168,41.147136],[-8.578827,41.149359],[-8.579808,41.151879],[-8.581626,41.153868],[-8.582076,41.155434],[-8.580546,41.155947],[-8.578719,41.156271],[-8.578629,41.157693],[-8.578521,41.159439],[-8.578224,41.160717]]
